iter	Passed	Remaining
353	829	1514
354	831	1511
355	834	1508
356	836	1505
357	838	1503
358	840	1500
359	842	1497
360	844	1494
361	846	1492
362	848	1489
363	851	1487
364	853	1484
365	855	1481
366	857	1478
367	859	1475
368	861	1473
369	863	1470
370	865	1467
371	867	1465
372	870	1462
373	872	1459
374	874	1456
375	876	1454
376	878	1452
377	880	1449
378	882	1446
379	884	1443
380	886	1440
381	888	1438
382	891	1435
383	893	1432
384	895	1430
385	897	1427
386	899	1424
387	901	1421
388	903	1418
389	905	1416
390	907	1413
391	909	1411
392	912	1408
393	914	1405
394	916	1403
395	918	1400
396	920	1397
397	923	1396
398	925	1394
399	928	1392
400	930	1390
401	933	1388
402	936	1387
403	940	1386
404	942	1385
405	944	1382
406	947	1379
407	949	1377
408	952	1375
409	955	1375
410	958	1373
411	961	1371
412	963	1369
413	965	1366
414	968	1364
415	970	1362
416	972	1360
417	975	1357
418	977	1355
419	979	1352
420	981	1350
421	984	1347
422	986	1346
423	989	1343
424	991	1341
425	993	1338
426	995	1336
427	997	1333
428	1000	1331
429	1002	1329
430	1004	1326
431	1007	1324
432	1009	1321
433	1011	1319
434	1013	1316
435	1015	1314
436	1018	1312
437	1020	1309
438	1023	1307
439	1025	1304
440	1027	1302
441	1029	1299
442	1031	1296
443	1033	1294
444	1036	1292
445	1038	1289
446	1040	1287
447	1043	1285
448	1045	1282
449	1047	1280
450	1050	1278
451	1052	1275
452	1054	1273
453	1056	1271
454	1059	1268
455	1061	1266
456	1063	1263
457	1065	1261
458	1068	1259
459	1070	1256
460	1072	1254
461	1074	1251
462	1077	1249
463	1079	1247
464	1082	1244
465	1084	1242
466	1086	1240
467	1088	1237
468	1091	1235
469	1093	1233
470	1096	1231
471	1098	1228
472	1100	1226
473	1102	1223
474	1105	1221
475	1107	1218
476	1109	1216
477	1112	1214
478	1115	1213
479	1118	1211
480	1121	1209
481	1124	1208
482	1126	1206
483	1129	1204
484	1132	1202
485	1134	1199
486	1136	1197
487	1139	1195
488	1141	1192
489	1144	1191
490	1147	1189
491	1149	1187
492	1152	1185
493	1154	1182
494	1157	1181
495	1160	1179
496	1163	1177
497	1166	1175
498	1168	1173
499	1170	1170
500	1173	1168
501	1176	1167
502	1179	1165
503	1182	1163
504	1184	1161
505	1187	1159
506	1189	1157
507	1192	1155
508	1195	1153
509	1198	1151
510	1200	1149
511	1202	1146
512	1206	1144
513	1209	1143
514	1212	1141
515	1214	1139
516	1217	1137
517	1219	1135
518	1223	1133
519	1226	1131
520	1228	1129
521	1231	1127
522	1233	1125
523	1236	1122
524	1239	1121
525	1242	1119
526	1244	1117
527	1247	1115
528	1250	1113
529	1252	1110
530	1255	1109
531	1258	1107
532	1261	1105
533	1264	1103
534	1266	1100
535	1269	1099
536	1272	1097
537	1275	1095
538	1277	1092
539	1280	1090
540	1282	1088
541	1285	1086
542	1288	1084
543	1291	1082
544	1293	1080
545	1296	1077
546	1298	1075
547	1302	1074
548	1305	1072
549	1308	1070
550	1312	1069
551	1316	1068
552	1319	1066
553	1322	1065
554	1326	1063
555	1329	1061
556	1332	1059
557	1335	1057
558	1338	1055
559	1341	1053
560	1343	1051
561	1345	1048
562	1349	1047
563	1351	1044
564	1354	1042
565	1356	1040
566	1358	1037
567	1360	1034
568	1363	1032
569	1366	1030
570	1368	1028
571	1370	1025
572	1372	1022
573	1374	1020
574	1377	1017
575	1380	1015
576	1382	1013
577	1384	1011
578	1387	1008
579	1389	1006
580	1391	1003
581	1394	1001
582	1397	999
583	1399	996
584	1401	994
585	1404	992
586	1406	989
587	1408	987
588	1411	984
589	1413	982
590	1416	980
591	1418	977
592	1420	975
593	1422	972
594	1424	969
595	1427	967
596	1429	965
597	1432	962
598	1434	960
599	1436	957
600	1438	955
601	1440	952
602	1443	950
603	1445	947
604	1448	945
605	1450	942
606	1452	940
607	1454	937
608	1456	935
609	1459	932
610	1461	930
611	1463	928
612	1466	925
613	1468	923
614	1470	920
615	1472	918
616	1475	915
617	1477	913
618	1480	911
619	1482	908
620	1484	906
621	1486	903
622	1489	901
623	1491	898
624	1493	896
625	1496	893
626	1498	891
627	1500	888
628	1502	886
629	1504	883
630	1507	881
631	1510	879
632	1512	877
633	1515	874
634	1517	872
635	1520	870
636	1523	868
637	1525	865
638	1527	863
639	1530	860
640	1532	858
641	1534	855
642	1536	853
643	1539	850
644	1541	848
645	1543	845
646	1545	843
647	1547	840
648	1549	838
649	1552	835
650	1554	833
651	1557	831
652	1559	828
653	1561	826
654	1563	823
655	1565	821
656	1568	818
657	1570	816
658	1572	813
659	1574	811
660	1577	808
661	1579	806
662	1581	803
663	1583	801
664	1586	799
665	1588	796
666	1590	794
667	1592	791
668	1595	789
669	1597	786
670	1600	784
671	1602	782
672	1604	779
673	1607	777
674	1609	775
675	1611	772
676	1614	770
677	1617	768
678	1620	765
679	1622	763
680	1625	761
681	1627	759
682	1630	756
683	1633	754
684	1635	752
685	1638	749
686	1640	747
687	1642	745
688	1645	742
689	1648	740
690	1651	738
691	1653	736
692	1656	733
693	1658	731
694	1661	729
695	1664	727
696	1667	724
697	1670	722
698	1672	720
699	1675	717
700	1677	715
701	1681	713
702	1684	711
703	1686	709
704	1688	706
705	1691	704
706	1693	701
707	1697	699
708	1700	697
709	1703	695
710	1706	693
711	1708	691
712	1712	689
713	1715	686
714	1717	684
715	1720	682
716	1723	680
717	1726	677
718	1729	675
719	1731	673
720	1734	671
721	1736	668
722	1738	666
723	1742	664
724	1745	661
725	1748	659
726	1750	657
727	1752	654
728	1755	652
729	1758	650
730	1762	648
731	1764	646
732	1767	643
733	1769	641
734	1772	639
735	1775	636
736	1778	634
737	1780	632
738	1782	629
739	1784	627
740	1786	624
741	1790	622
742	1792	620
743	1795	617
744	1797	615
745	1799	612
746	1801	610
747	1805	608
748	1807	605
749	1810	603
750	1813	601
751	1815	598
752	1817	596
753	1820	593
754	1823	591
755	1825	589
756	1828	586
757	1830	584
758	1832	581
759	1835	579
760	1838	577
761	1840	574
762	1843	572
763	1845	570
764	1847	567
765	1849	565
766	1852	562
767	1854	560
768	1857	557
769	1859	555
770	1861	552
771	1863	550
772	1865	547
773	1868	545
774	1871	543
775	1873	540
776	1876	538
777	1878	535
778	1880	533
779	1883	531
780	1885	528
781	1887	526
782	1890	523
783	1892	521
784	1894	518
785	1896	516
786	1899	514
787	1902	511
788	1904	509
789	1907	507
790	1909	504
791	1912	502
792	1915	500
793	1918	497
794	1920	495
795	1922	492
796	1924	490
797	1927	487
798	1930	485
799	1932	483
800	1934	480
801	1936	478
802	1938	475
803	1940	473
804	1942	470
805	1945	468
806	1947	465
807	1949	463
808	1951	460
809	1954	458
810	1956	455
811	1958	453
812	1960	450
813	1963	448
814	1965	446
815	1967	443
816	1969	441
817	1971	438
818	1973	436
819	1975	433
820	1978	431
821	1980	428
822	1982	426
823	1984	423
824	1986	421
825	1989	418
826	1991	416
827	1993	414
828	1996	411
829	1998	409
830	2000	406
831	2002	404
832	2004	401
833	2007	399
834	2009	397
835	2011	394
836	2014	392
837	2016	389
838	2018	387
839	2021	384
840	2023	382
841	2025	380
842	2028	377
843	2030	375
844	2032	372
845	2035	370
846	2037	368
847	2039	365
848	2042	363
849	2044	360
850	2046	358
851	2048	355
852	2051	353
853	2053	351
854	2057	348
855	2059	346
856	2062	344
857	2064	341
858	2066	339
859	2069	336
860	2072	334
861	2074	332
862	2076	329
863	2079	327
864	2081	324
865	2083	322
866	2085	319
867	2088	317
868	2091	315
869	2094	312
870	2097	310
871	2099	308
872	2102	305
873	2104	303
874	2107	301
875	2110	298
876	2112	296
877	2115	293
878	2119	291
879	2122	289
880	2125	287
881	2127	284
882	2130	282
883	2132	279
884	2135	277
885	2138	275
886	2141	272
887	2143	270
888	2145	267
889	2148	265
890	2152	263
891	2154	260
892	2157	258
893	2159	256
894	2162	253
895	2164	251
896	2167	248
897	2170	246
898	2172	244
899	2175	241
900	2177	239
901	2180	236
902	2183	234
903	2186	232
904	2189	229
905	2191	227
906	2193	224
907	2197	222
908	2200	220
909	2203	217
910	2206	215
911	2208	213
912	2211	210
913	2214	208
914	2217	205
915	2219	203
916	2221	201
917	2224	198
918	2226	196
919	2229	193
920	2231	191
921	2233	188
922	2236	186
923	2238	184
924	2240	181
925	2243	179
926	2246	176
927	2248	174
928	2251	172
929	2253	169
930	2255	167
931	2258	164
932	2261	162
933	2264	160
934	2267	157
935	2270	155
936	2273	152
937	2276	150
938	2279	148
939	2282	145
940	2284	143
941	2287	140
942	2290	138
943	2293	136
944	2295	133
945	2297	131
946	2300	128
947	2302	126
948	2305	123
949	2308	121
950	2310	119
951	2313	116
952	2316	114
953	2318	111
954	2321	109
955	2324	107
956	2327	104
957	2330	102
958	2332	99
959	2334	97
960	2337	94
961	2340	92
962	2343	90
963	2345	87
964	2348	85
965	2350	82
966	2353	80
967	2356	77
968	2359	75
969	2361	73
970	2363	70
971	2366	68
972	2369	65
973	2371	63
974	2373	60
975	2375	58
976	2377	55
977	2380	53
978	2382	51
979	2385	48
980	2387	46
981	2389	43
982	2391	41
983	2394	38
984	2396	36
985	2398	34
986	2401	31
987	2403	29
988	2405	26
989	2407	24
990	2409	21
991	2412	19
992	2414	17
993	2416	14
994	2419	12
995	2421	9
996	2423	7
997	2425	4
998	2428	2
999	2430	0
