iter	Logloss
152	0.3449118347
153	0.3444615792
154	0.3442442939
155	0.3440653256
156	0.3438269571
157	0.3434904802
158	0.3432678281
159	0.3431866164
160	0.3427617508
161	0.3422170525
162	0.3418189086
163	0.3416063312
164	0.3411903862
165	0.3408547789
166	0.3406470666
167	0.3403149979
168	0.3398206568
169	0.3396181039
170	0.3395186295
171	0.3392469824
172	0.3387271071
173	0.338202468
174	0.3381144177
175	0.3377683757
176	0.3375093069
177	0.3369163003
178	0.3366767833
179	0.3362540275
180	0.335939001
181	0.3357377649
182	0.3355566772
183	0.3352784458
184	0.3351250709
185	0.334920171
186	0.3347803358
187	0.3346567963
188	0.334350102
189	0.3341410036
190	0.3339025713
191	0.3335113363
192	0.3331419712
193	0.3328215177
194	0.3326902709
195	0.3323475519
196	0.3322184087
197	0.3319826129
198	0.3317933562
199	0.3315531963
200	0.3311659722
201	0.33089546
202	0.3306559074
203	0.3306034238
204	0.3305139694
205	0.3303885359
206	0.3301351091
207	0.3298570361
208	0.3297498166
209	0.3296228339
210	0.3294251715
211	0.329307534
212	0.3292082042
213	0.3289637569
214	0.3287865065
215	0.3285992507
216	0.3283948571
217	0.3283249654
218	0.3276147254
219	0.3274153621
220	0.3271505761
221	0.3270255557
222	0.3268098906
223	0.3265619441
224	0.3263848212
225	0.3261075539
226	0.3258215779
227	0.32551099
228	0.3251751759
229	0.3250295407
230	0.3248430524
231	0.3247558417
232	0.3246556341
233	0.3242572055
234	0.3240232831
235	0.3238065417
236	0.3235205653
237	0.3232532499
238	0.3230368995
239	0.322633556
240	0.322285828
241	0.3221655948
242	0.3218836842
243	0.3217638962
244	0.3215767666
245	0.3213905847
246	0.3211752999
247	0.3210144776
248	0.3204030185
249	0.320256109
250	0.3200997672
251	0.3199243272
252	0.3196591845
253	0.3195282619
254	0.3194321376
255	0.3192260074
256	0.3190498051
257	0.3188465823
258	0.3186582689
259	0.3185998372
260	0.3184241901
261	0.3183150013
262	0.3181530339
263	0.317945492
264	0.3178033877
265	0.3177039176
266	0.317487476
267	0.3173898694
268	0.3171883198
269	0.3169733161
270	0.3169329176
271	0.3168212049
272	0.3167138333
273	0.3166711992
274	0.3165107168
275	0.3162023432
276	0.3159587423
277	0.3156842097
278	0.3156090734
279	0.3155127289
280	0.315343695
281	0.315160235
282	0.3151176364
283	0.3150624843
284	0.3149507942
285	0.3148394517
286	0.3146844846
287	0.3144163657
288	0.3143454989
289	0.3140850054
290	0.3139202418
291	0.3136150441
292	0.3133563326
293	0.3131991189
294	0.3130725523
295	0.3129106793
296	0.3127946019
297	0.3126781144
298	0.312529721
299	0.3123903936
300	0.3123338046
301	0.3122163878
302	0.3120870949
303	0.311965363
304	0.311854255
305	0.311643365
306	0.3115382575
307	0.3113530087
308	0.3110631762
309	0.310975995
310	0.3108939766
311	0.3107770147
312	0.3106478269
313	0.3103839466
314	0.3101126245
315	0.3099169493
316	0.3098324999
317	0.3096810922
318	0.3096215581
319	0.3093976033
320	0.3092769547
321	0.3091144376
322	0.3090192346
323	0.3085999558
324	0.3084787336
325	0.3084435796
326	0.3082660707
327	0.3081556933
328	0.3080037491
329	0.3079385453
330	0.3078934446
331	0.3077219599
332	0.3075409004
333	0.3074552323
334	0.3073541941
335	0.3069428007
336	0.3068502192
337	0.3068268881
338	0.3066975475
339	0.3064966895
340	0.3063901486
341	0.306103239
342	0.3059920545
343	0.3057175773
344	0.3056390926
345	0.3054671393
346	0.3051840716
347	0.3050922254
348	0.3049606763
349	0.304732584
350	0.3045659006
351	0.3041479592
352	0.3040429634
353	0.3038909849
354	0.3037708951
355	0.3034779905
356	0.3034056947
357	0.3032999119
358	0.3031148333
359	0.3027841104
360	0.302507978
361	0.3023931147
362	0.3022852372
363	0.3021964089
364	0.3021338318
365	0.3020581693
366	0.3019346576
367	0.3016781101
368	0.3014928423
369	0.3014170043
370	0.3012148057
371	0.3009791469
372	0.3008101941
373	0.3006162919
374	0.3005624467
375	0.3003869961
376	0.3003122352
377	0.3001907755
378	0.3001182343
379	0.2998256079
380	0.2995489794
381	0.2994482499
382	0.2993285653
383	0.2992170524
384	0.299109054
385	0.2989640156
386	0.2989211678
387	0.2988457529
388	0.2985324836
389	0.2984413484
390	0.2983946208
391	0.2982868502
392	0.2981827903
393	0.2980871147
394	0.297992061
395	0.2979523429
396	0.2978488614
397	0.2977454205
398	0.2975947602
399	0.2975367722
400	0.2973801891
401	0.2970398828
402	0.2968604671
403	0.2966763117
404	0.2963097851
405	0.2961302828
406	0.2960775803
407	0.2960092116
408	0.2958253406
409	0.2956651402
410	0.295597284
411	0.2954354939
412	0.2953107027
413	0.2952395389
414	0.2950502883
415	0.2949579726
416	0.2949072178
417	0.2947813402
418	0.2947203143
419	0.2945842663
420	0.2944150268
421	0.2939056028
422	0.2936727236
423	0.2936202084
424	0.2935726449
425	0.2933782352
426	0.2932427752
427	0.2931024245
428	0.2929213055
429	0.2928318348
430	0.2927233472
431	0.2926598286
432	0.292632044
433	0.2923613157
434	0.2922996705
435	0.2922034463
436	0.2921543717
437	0.2920706966
438	0.2919856527
439	0.2919256284
440	0.2918276223
441	0.2913864902
442	0.291304155
443	0.2910288362
444	0.2908671764
445	0.290810313
446	0.2904170262
447	0.2902255001
448	0.2901452912
449	0.289996766
450	0.2897928342
451	0.2896170629
452	0.2895040016
453	0.2893674402
454	0.2891696083
455	0.2889771051
456	0.2888557607
457	0.2886819915
458	0.2885729445
459	0.2884036153
460	0.2881866434
461	0.2880232365
462	0.2879452138
463	0.2876790342
464	0.2875351547
465	0.2874153264
466	0.2872577405
467	0.2871853544
468	0.2870260073
469	0.2869174501
470	0.2868321354
471	0.2867867127
472	0.2866300864
473	0.2865055492
474	0.2864085536
475	0.286273545
476	0.286119685
477	0.2859724825
478	0.2857268858
479	0.2855748116
480	0.285414279
481	0.2852923448
482	0.2851206473
483	0.2850826865
484	0.2850147583
485	0.2848220521
486	0.2847146913
487	0.2846287033
488	0.2844275083
489	0.2842182408
490	0.2841130036
491	0.283891337
492	0.283759118
493	0.2837240075
494	0.283659976
495	0.2835294452
496	0.2834520289
497	0.2834039641
498	0.2832672003
499	0.2830536218
500	0.2829029932
501	0.2827606485
502	0.2825105842
503	0.2823589975
504	0.2822352264
505	0.2820279507
506	0.281888109
507	0.2817728186
508	0.2816414335
509	0.2814195634
510	0.2812633173
511	0.2811678584
512	0.2809281759
513	0.2806912979
514	0.280439309
515	0.2802818618
516	0.2800873319
517	0.2799638094
518	0.2798189392
519	0.2796729803
520	0.2794762327
521	0.2793722032
522	0.2792624133
523	0.2790931266
524	0.2790216426
525	0.2788600368
526	0.2787184593
527	0.2786175484
528	0.2784082552
529	0.2782710219
530	0.2779698683
531	0.2778328253
532	0.277626507
533	0.2775640221
534	0.2774622665
535	0.2773269981
536	0.2772310336
537	0.2770639434
538	0.2768935659
539	0.2767962519
540	0.2766633515
541	0.2765705005
542	0.2764782656
543	0.2762662186
544	0.2761318902
545	0.2758275744
546	0.2757784696
547	0.2756692013
548	0.2755864656
549	0.2753846234
550	0.275293049
551	0.2751901798
552	0.2750899396
553	0.2749243427
554	0.2747476576
555	0.2745793666
556	0.274362791
557	0.274166632
558	0.2738161158
559	0.273613706
560	0.2734801982
561	0.273353354
562	0.2731919796
563	0.2730442472
564	0.2729237765
565	0.2727701584
566	0.2726273825
567	0.2724797181
568	0.2723153542
569	0.2721513247
570	0.2720001828
571	0.2719065339
572	0.2718105275
573	0.2717084182
574	0.271591426
575	0.2714222071
576	0.271268759
577	0.2711460469
578	0.2709931648
579	0.2707846531
580	0.2706721529
581	0.2704778855
582	0.2702618308
583	0.2701168925
584	0.2699537895
585	0.2698223603
586	0.2695466913
587	0.2693905308
588	0.2692510925
589	0.2690790746
590	0.2689420971
591	0.2688386761
592	0.2687180498
593	0.2684533333
594	0.2683511038
595	0.268223527
596	0.2680881535
597	0.2679012183
598	0.26781046
599	0.2676835127
600	0.2674917641
601	0.2674127374
602	0.2672109927
603	0.267072175
604	0.2668286605
605	0.2666797838
606	0.2665751082
607	0.2664882269
608	0.2663735842
609	0.2661960334
610	0.2660737348
611	0.2659774069
612	0.2658721242
613	0.2656956777
614	0.2654457436
615	0.26533746
616	0.2652210367
617	0.2650170553
618	0.2648756976
619	0.2647473784
620	0.2646209726
621	0.2644523943
622	0.2642903374
623	0.2641971312
624	0.2640175643
625	0.2639066827
626	0.2638117558
627	0.2637203469
628	0.2634633942
629	0.2632577181
630	0.2631634226
631	0.2630491423
632	0.2629720064
633	0.2627817131
634	0.262598331
635	0.2624986495
636	0.2624246133
637	0.2622565652
638	0.2621558431
639	0.2620425625
640	0.2619217709
641	0.2618331618
642	0.2617697401
643	0.2616642957
644	0.2615525293
645	0.2614296947
646	0.2613146465
647	0.261224666
648	0.2610453911
649	0.2609629799
650	0.2608357175
651	0.2607603007
652	0.2606294695
653	0.2604350319
654	0.2603506846
655	0.260231385
656	0.2600617936
657	0.2599100524
658	0.2597268703
659	0.2595753165
660	0.2594249345
661	0.2593399447
662	0.259263536
663	0.259151691
664	0.2590136056
665	0.2589294031
666	0.2588479169
667	0.2587273644
668	0.2586183219
669	0.2584394687
670	0.2583381996
671	0.258167789
672	0.2580312208
673	0.2579284855
674	0.2578078139
675	0.2576704185
676	0.2575940815
677	0.2574947453
678	0.2573955304
679	0.2573310738
680	0.2571900682
681	0.2571018202
682	0.2570143585
683	0.2568936833
684	0.2567914994
685	0.2566820566
686	0.2565238906
687	0.256421135
688	0.2562624107
689	0.2561924634
690	0.256019001
691	0.2559171579
692	0.2557861437
693	0.255694883
694	0.2555967065
695	0.2554864104
696	0.2553487976
697	0.2552204209
698	0.2551167469
699	0.254952668
700	0.2548187203
701	0.2547244899
702	0.2546471751
703	0.2545675115
704	0.2544602858
705	0.2543618764
706	0.2542369493
707	0.2541578301
708	0.2540241675
709	0.2539077533
710	0.2538150378
711	0.2537130913
712	0.2536104276
713	0.2535110798
714	0.2534237107
715	0.2533597413
716	0.253198984
717	0.2531027043
718	0.2530227783
719	0.2529165256
720	0.2528452228
721	0.2527830715
722	0.2527057308
723	0.2526116168
724	0.2524861073
725	0.2524451219
726	0.2523422048
727	0.252206716
728	0.252080562
729	0.2520092472
730	0.2519481632
731	0.2518697216
732	0.2517076088
733	0.2516076325
734	0.2515736996
735	0.2514825919
736	0.2513924191
737	0.2513056949
738	0.2512069515
739	0.2510701762
740	0.2509502258
741	0.2508293567
742	0.2507660699
743	0.2506546763
744	0.2505252828
745	0.2504244506
746	0.2503368465
747	0.2502532554
748	0.2501380477
749	0.2500188982
750	0.2498730917
751	0.2498151648
752	0.2497479222
753	0.2496552638
754	0.2495903728
755	0.2494592678
756	0.2493684966
757	0.2492751639
758	0.249191663
759	0.2491254953
760	0.2490381464
761	0.2489653513
762	0.2488872842
763	0.2488115246
764	0.2487197261
765	0.2486226018
766	0.24847495
767	0.2484176235
768	0.248353649
769	0.2482635235
770	0.2481717524
771	0.248123808
772	0.2480425489
773	0.2479454563
774	0.2477856433
775	0.247739406
776	0.2475848585
777	0.2474935814
778	0.2474064097
779	0.2473345225
780	0.2472497858
781	0.2471964146
782	0.2470952518
783	0.2469661753
784	0.2468825935
785	0.2467935181
786	0.2467138549
787	0.2466222947
788	0.2464960321
789	0.2463824211
790	0.246257713
791	0.2461709058
792	0.2460604104
793	0.2459598535
794	0.2458766414
795	0.2457960321
796	0.2456600763
797	0.2455759884
798	0.2454958814
799	0.2454146777
800	0.24537109
801	0.2453100858
802	0.2452074857
803	0.2451044276
804	0.24500817
805	0.2448449525
806	0.2447358732
807	0.244657311
808	0.2445598621
809	0.2444609709
810	0.2443697066
811	0.2443036621
812	0.2442216706
813	0.2441629711
814	0.2440888258
815	0.2440173734
816	0.2439110337
817	0.2438216488
818	0.2437617344
819	0.2437021713
820	0.2436242322
821	0.2435455458
822	0.2434267248
823	0.243307041
824	0.2432257217
825	0.2431474924
826	0.243050036
827	0.2429371424
828	0.2428576067
829	0.2427217628
830	0.2426287121
831	0.2425460044
832	0.2424549501
833	0.2423797929
834	0.2423037369
835	0.2422369507
836	0.2421286917
837	0.2420440953
838	0.2419153494
839	0.2418696728
840	0.2417841216
841	0.2416909791
842	0.2416283975
843	0.2414887265
844	0.2413894813
845	0.2412625446
846	0.2412201514
847	0.2410990919
848	0.2409865349
849	0.2408972856
850	0.2408209111
851	0.2407795803
852	0.2407215331
853	0.240672795
854	0.240572865
855	0.240488573
856	0.2404107494
857	0.2403043421
858	0.2402433027
859	0.2401605958
860	0.2400525443
861	0.2400080427
862	0.2399548922
863	0.2398720463
864	0.2397639744
865	0.2396837039
866	0.2396295235
867	0.2395245683
868	0.2394040745
869	0.2393187979
870	0.239214974
871	0.2390932767
872	0.2389964738
873	0.2389191093
874	0.238803432
875	0.2387476497
876	0.2386252021
877	0.2385691399
878	0.2384960938
879	0.2384185706
880	0.2382833365
881	0.2381753504
882	0.2381124531
883	0.2379942707
884	0.2378382861
885	0.2377703538
886	0.2377097062
887	0.2375906238
888	0.2375533071
889	0.2374419056
890	0.2373700492
891	0.2372635769
892	0.2371903084
893	0.2370882553
894	0.2369771107
895	0.2368805837
896	0.2367818916
897	0.2366633945
898	0.2366127497
899	0.2365119197
900	0.2364134933
901	0.2363601308
902	0.2362810748
903	0.2361294254
904	0.2360621135
905	0.2358965571
906	0.2358196751
907	0.2357489646
908	0.2356780569
909	0.2355956252
910	0.2354364656
911	0.2353965687
912	0.2352955712
913	0.235260265
914	0.2351755675
915	0.2350646493
916	0.2350117501
917	0.2349448067
918	0.23483769
919	0.2347982718
920	0.234679013
921	0.2346017192
922	0.2345149899
923	0.2344399299
924	0.2343449114
925	0.2342524425
926	0.2341925541
927	0.2340736096
928	0.2340038608
929	0.2339532836
930	0.2339072597
931	0.233749299
932	0.233685209
933	0.2336119498
934	0.2335328586
935	0.2333889571
936	0.2333388794
937	0.2332800013
938	0.2332090135
939	0.2331118424
940	0.2330628074
941	0.2329686286
942	0.232885848
943	0.2328383336
944	0.2327901118
945	0.2327158557
946	0.2325980211
947	0.2325289663
948	0.2324784969
949	0.232327509
950	0.2322704073
951	0.2321322379
952	0.2320389565
953	0.231939639
954	0.2318734271
955	0.2318305403
956	0.231738861
957	0.2316634189
958	0.2315747405
959	0.2314892439
960	0.2314094883
961	0.2312765888
962	0.2312135161
963	0.2311272557
964	0.2310505581
965	0.2309881354
966	0.230948647
967	0.2308381954
968	0.2307545987
969	0.2306833132
970	0.2306321489
971	0.2305455296
972	0.2304386349
973	0.2303807159
974	0.2302940764
975	0.2301878112
976	0.2300718958
977	0.2299853361
978	0.2298743742
979	0.2297672472
980	0.2296820798
981	0.2295791978
982	0.2295075593
983	0.2294600144
984	0.2293852917
985	0.2293352143
986	0.2292730957
987	0.2291876258
988	0.2290897329
989	0.229029408
990	0.228995183
991	0.2289076866
992	0.2288098419
993	0.2287040266
994	0.2286374699
995	0.2285447825
996	0.2284834762
997	0.2283776858
998	0.2282954947
999	0.2282498535
